,country,description,points,price,variety,winery,Colour,Color,RW
1981,Italy,"Chalky mineral notes are offered at first and, overall, the wine delivers only distant aromas of exotic fruit, melon and peach. The mouthfeel is thin and compact ,making this an informal wine to uncork with appetizers or finger foods.",85,20.0,Friulano,Petrussa,White,0.0,1.0
1982,US,"While there was some bottle variation between two samples, this elegant Sauvignon Blanc highlights the variety's more mineral, smoky expressions. Despite six years of cellar aging, there's still plenty of crisp cutting lemon and green-apple flavors augmented by spine-tingling acidity and a long chalky finish.",90,20.0,Sauvignon Blanc,Shaw,White,0.0,1.0
1983,Germany,"Sweet, lush and harmonious, with almost decadent honey, apple and citrus flavors balanced by scents of crushed stone and just enough acidity to keep things vibrant.",90,29.0,Riesling,Peter Nicolay,White,0.0,1.0
1984,Bulgaria,"Very floral and obvious on the nose, but also very light and fresh on the palate, without any overpowering weight or sugar. Clean and dry on the finish, with lingering notes of flowershop greens and a hint of white pepper.",85,8.0,Muscat,Balkan Hills,White,0.0,1.0
1985,Germany,"From Trittenheim's most famous vineyard, this is a beautifully balanced, harmonious wine that balances hints of petrol and slate with flavors of honeyed peaches, all while remaining light and spry on the palate.",90,30.0,Riesling,Clusserath-Weiler,White,0.0,1.0
1986,US,"Firm and dry, with tart acids and minerals, this Chardonnay's fruit veers toward golden apricots and herbs. Not showing much richness now. Drink up.",84,24.0,Chardonnay,Vine Hill,White,0.0,1.0
1987,US,"Thin to the point of watery. It has extremely modest fruit, but a lot of toasted, sweet oak.",82,14.0,Chardonnay,Beringer,White,0.0,1.0
1988,Spain,"A solid Albariño and an improvement over the previous vintage. Vanilla and apple aromas are standard and good, while the palate is plump, fresh, melony and peachy, with softness but no flab. Drink this wine right away (summer sipping) because it's not going to make it until 2012.",87,15.0,Albariño,Lusco,White,0.0,1.0
1989,Australia,"A subtle expression, with quince scents gaining the upper hand over lime, peach and lanolin. The palate turns to caramel, vanilla and Asian spice while some hints of stone fruit pop up on the short-to-medium finish. Try with swordfish. Drink now.",86,13.0,Chardonnay,Woolundry Rd,White,0.0,1.0
1990,Australia,"This is made in a full-blown style, with ripe peaches married to grilled nuts and plenty of toasty oak. Yet despite all of the fruit and oak intensity, there's crispness and structure as well, giving a sense of balance and elegance to the lingering citrus and cashew finish.",91,60.0,Chardonnay,Yering Station,White,0.0,1.0
1991,Portugal,"This is fruity, with pear and baked apple flavors that lend a rich, spicy character. It has some weight along with an attractive touch of acidity.",84,8.0,Portuguese White,DFJ Vinhos,White,0.0,1.0
1992,US,"There's nothing subtle about the powerful elderflower, jasmine tea and ripe melon aromas that perfume this heady Riesling. It's made in a ripe, off-dry style but finishes surprisingly dry. An interesting wine, but the aromatics may be a bit dizzying.",85,13.0,Riesling,Arbor Hill,White,0.0,1.0
1993,US,"Virtually dripping with honey, dried apricots and orange blossoms on the palate, this sunkissed Trockenbeerenauslese-style Riesling is liquid gold in a glass. Despite it's whopping 25.8% residual sugar level, it's orange marmalade and waxy honeycomb sweetness is balanced perfectly with a bright acidity and elegant darjeeling tea astringency, making this wine wonderfully sippable.",92,95.0,Riesling,Hermann J. Wiemer,White,0.0,1.0
1994,US,"This much-sought-after, estate-grown Viognier is in short supply in 2011, but it's exemplary for its structure and class. Flavors of lime skin and grapefruit, wet stone and citrus abound. The cool vintage led to low yields—under two tons per acre. All neutral oak was used.",91,28.0,Viognier,Abeja,White,0.0,1.0
1995,US,"A fine, balanced Chardonnay, with plenty of richness and sophistication, at a good price. It shows satisfying complexities of ripe pineapples and tangerines, accented with creamy lees and the vanilla and buttered toast flavors of oak barrel fermentation.",88,17.0,Chardonnay,Firestone,White,0.0,1.0
1996,US,"This elegant nectarine-scented Riesling is a notable solo project by Hazlitt winemaker Michael Reidy. It's deft on the palate, but offers plenty of ripe quince and tangerine flavors accentuated by zesty lime acidity. It finishes moderately long.",89,13.0,Riesling,Attic Cellar,White,0.0,1.0
1997,France,This second wine of whites from both Haut-Brion and La Mission Haut-Brion is both rich and intensely crisp. It has a fine blend between great acidity and grapefruit fruit and a more tropical element. The tangy texture is taut with a mineral edge. Drink from 2020.,93,91.0,Bordeaux-style White Blend,Château Haut-Brion,White,0.0,1.0
1998,France,"As the label says, the wine is off dry, but with its great, refreshing acidity, it is also crisp and fruity. Baked apples and citrus flavors mingle with a lightly mineral texture to give a lively, fragrant wine. Drink now.",87,17.0,Chenin Blanc,Château Moncontour,White,0.0,1.0
1999,US,"The vineyard is in the cool Edna Valley, and in this cool vintage, this wine has lots of bright, crunchy acidity. It's also bone dry. The flavors, of lemon, lime and tangerine zest, are accented with vanilla, toasted coconut and pepper-cinnamon. Clean and vibrant, this is ideal as a cocktail wine, or try with butternut squash soup with cilantro and crème frâiche.",88,17.0,Pinot Gris,Tangent,White,0.0,1.0
2000,South Africa,"There's a very cool minerality on the nose of this wine, followed by notes of green fruit, white currant and fresh hay on the nose and mouth. Medium weight in the mouth with bracing acidity and a clean, lingering finish.",87,25.0,Sauvignon Blanc,Lomond,White,0.0,1.0
2001,Chile,"Chunky citrus and grapefruit aromas greet you. The palate offers basic but heavy pink grapefruit flavors, while the finish is sweet and ponderous. Not much acidity and flat in terms of feel.",81,7.0,Chardonnay,Yelcho,White,0.0,1.0
2002,US,"The tall, green-tinged bottle is Hall's way of signaling that the wine is dry, and indeed it is. Really nice and crisp, it shows lime, pear, green apple, lemongrass and spice flavors, made clean with rich acidity. Sommeliers, scoop this one up.  Best Buy.",90,15.0,Sauvignon Blanc,Robert Hall,White,0.0,1.0
2003,France,"Intensely perfumed, this rich wine has also kept a fresher side. It's very fruity at this stage, with mango and lychee as well as pear and quince. That youthful character will deepen and mature into something more complex, bringing out the rich texture. Drink from 2018.",93,80.0,Gewürztraminer,Domaine Zind-Humbrecht,White,0.0,1.0
2004,US,"This delicate wine shimmers with minerality from start to finish. Steely and dry in style, it's brisk with lemon and lime flavors that linger on the finish. It's a bit austere, but notable for the honed, linear feel.",87,15.0,Riesling,Thirsty Owl Wine Company,White,0.0,1.0
2005,US,"If you need a decent white cocktail wine for a bunch of relatives who aren't really into wine, and you want to keep the cost down, this fine, crisp sipper is for you. Citrus and spice aromas and flavors mark it, and it's bone dry. Twenty percent Sémillon adds nutty, figgy notes.",83,7.0,Sauvignon Blanc,Woodbridge,White,0.0,1.0
2006,Italy,"This is an oak-fermented Verdicchio and Chard blend with a wonderfully rich and creamy mouthfeel, and a layered nose offering yellow fruit, butter, vanilla bean and spice aromas.",90,25.0,White Blend,Umani Ronchi,White,0.0,1.0
2007,US,"Bob Cabral has crafted a wine that combines purity of fruit with power and silky elegance. The wine explodes with baked apricot, nectarine and guava flavors, the kind of fruit filling that oozes out of a buttery tart fresh from the oven. Yet bright acidity balances it out. Oak adds the perfect touch of vanilla and marzipan.",93,35.0,Chardonnay,Williams Selyem,White,0.0,1.0
2008,US,"Here's a big, rich, mouthfilling Chard. It's superoaky, superripe and just delicious, offering up a wealth of mango, guava, pineapple custard and peach pie fruit, with the crème brûlée, buttercream and buttered toast from new oak. Really good Chardonnay.",92,20.0,Chardonnay,Medlock Ames,White,0.0,1.0
2009,US,"This is one of the drier Sauvignon Blancs on the market, showing palate-cleansing acidity and citrus flavors that make it extremely drinkable. Modest oak aging adds a touch of creamy smoke to the pink grapefruit, lemongrass, lime and fig flavors. Made from the Musque clone, it's a truly elegant, sophisticated white wine.",90,20.0,Sauvignon Blanc,Clos Pegase,White,0.0,1.0
2010,Germany,"The ‘goldkap,' or ‘gold capsule,' in this wine's designation indicates a riper cuvée than the producer's ordinary spätlese. As expected, the fruit is exuberant and lush with hints of tinned apricots and peach jam. An underlying note of lemon zest enlivens the palate and carries over to the long, flowery finish. There's lots of sweetness here; consider serving on its own.",91,43.0,Riesling,Prinz,White,0.0,1.0
2011,Italy,"This is an extremely oak-driven Chardonnay with determined notes of toasted almond and toast that stand up to the natural fruit. This is a hot climate white, so there are plenty of mature fruit aromas of peach and apricot to match all that wood. Part of Pisciotto's Italian fashion designers collection, the bottle was designed by Alberta Ferretti.",88,21.0,Chardonnay,Feudi del Pisciotto,White,0.0,1.0
2012,Germany,"A sweet, plump, succulent spätlese, Bastgen's 2007 Auf den Felsen (on the rocks, referring to the section of the vineyard) features scents of aloe and lime, followed by apple and citrus flavors surrounding a mineral core. Mouthwatering on the finish.",90,23.0,Riesling,Bastgen,White,0.0,1.0
2013,US,"There's a place in the market for simple, off-dry wines like this. It has candied peach and pineapple flavors and finishes in a sugary swirl.",82,9.0,Riesling,Wente,White,0.0,1.0
2014,Germany,"Seems sweet beyond the normal bounds of kabinett, but despite the high sugar levels, there's also a dry, dusty stoniness to the finish that provides a sense of balance. Crushed stone, green apple and lime scents lead the way, followed by riper apple, pear and honey flavors on the medium-weight palate. A candidate to match with spicy or slightly sweet Asian dishes.",88,17.0,Riesling,Domdechant Werner,White,0.0,1.0
2015,Spain,"Waxy, yeasty aromas are not very fresh. A citric mouthfeel lacks clarity and foundation, while orange and nectarine flavors are briny. This tastes pickled on the finish.",82,9.0,Viura,Bodegas Franco-Españolas,White,0.0,1.0
2016,Italy,"Green notes such as Granny Smith apple, lime and even fresh pea pods are emphasized by a lingering, dusty-chalk quality. Full and creamy in the mouth with a distant hint of sweetness, this is a flavorful, satisfying and highly recommended Prosecco. A by Marc de Grazia Selection, various U.S. importers.",89,28.0,Prosecco,Bortolotti,White,0.0,1.0
2017,US,"A light golden hue, this richly aromatic wine offers notes of toasty barrel spices, apricot and dried mango. It's full bodied, almost unctuous in feel, with abundant, sweet stone-fruit flavors and a lingering finish.",90,28.0,Chardonnay,Gordon Estate,White,0.0,1.0
2018,US,"Fleshy and fruity, fresh and full bodied, this generous wine offers scents of orange peel and citrus, and the palate exudes ripe flavors of grapefruit, lime and a hint of melon.",88,8.0,Sauvignon Blanc,Snoqualmie,White,0.0,1.0
2019,Portugal,"Immediately striking, with bold musk and floral aromas that burst from the glass. Ripe, expansive melon and spice notes on the palate. Full-bodied and soft; not as refreshing as some vintages, but still a nice way to start a meal. Drink now.",85,13.0,Muscat,João Pires,White,0.0,1.0
2020,France,"At this stage, this is a taut, minerally wine that's dominated by tight acidity. Pears and green plums are the lead flavors, with a touch of wood and a zing of crispness on the finish. Age for two years to round it out.",89,23.0,Chardonnay,Louis Max,White,0.0,1.0
